,age,distancefromhome,monthlyincome,numcompaniesworked,percentsalaryhike,totalworkingyears,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,travelalot,randddepartment,sciencemedicaleduc,male,researchjob,evermarried,highworkenvironment,highjobsatisfaction,highworklifebalance,y
53,0.8784590442693863,-0.7603380875510962,-0.636154072998592,-0.6830331289021861,-0.6010113018498847,1.6296889379929373,2.724092641946218,2.0772831313719013,1.8979740425930445,2.093469349489576,0.7263252392820265,0.6081889220136156,-1.219035024965016,-0.5790507106916436,0.689800660815307,-1.2518742182867733,-1.2429415133216408,0.631190947023464,0
990,-1.0849085882658567,-0.7603380875510962,0.03956310050437696,-0.6830331289021861,-0.6010113018498847,-0.6772057156316332,-0.17271033786616094,-0.37395656810646744,-0.04202251683546124,-0.47752785237785844,-1.3763667685137861,0.6081889220136156,0.820066611711424,-0.5790507106916436,-1.4492446575783131,0.7985546054688608,0.8042936145957705,-1.5838153687008791,0
67,-0.6486046699246916,-0.8835958704179045,0.6863576936576626,-0.6830331289021861,0.498555538862569,-0.16456245927061758,0.4710236576477011,1.7708781689371051,1.343689311327757,2.093469349489576,0.7263252392820265,0.6081889220136156,-1.219035024965016,-0.5790507106916436,0.689800660815307,0.7985546054688608,0.8042936145957705,0.631190947023464,0
1321,-1.630288486192313,-0.8835958704179045,2.7469308625706477,-0.6830331289021861,-0.8759030120279981,-1.318009786082903,-1.138311331136954,-0.6803615305412635,-1.150591979366036,-0.47752785237785844,0.7263252392820265,0.6081889220136156,0.820066611711424,-0.5790507106916436,-1.4492446575783131,-1.2518742182867733,0.8042936145957705,0.631190947023464,0
3838,0.3330791463429299,1.581559786918262,-0.1806769928250625,-0.6830331289021861,-0.3261195916717713,0.8607240534514138,1.758491648675425,3.609307943545882,2.175116408225688,-0.47752785237785844,0.7263252392820265,0.6081889220136156,0.820066611711424,-0.5790507106916436,0.689800660815307,-1.2518742182867733,0.8042936145957705,0.631190947023464,0
3164,-0.6486046699246916,-0.020791390350246217,2.6646621895759934,-0.28670678116747034,-0.8759030120279981,-0.2927232733608715,-0.6555108345015574,-0.37395656810646744,-0.5963072481007485,-0.47752785237785844,0.7263252392820265,0.6081889220136156,-1.219035024965016,-0.5790507106916436,0.689800660815307,-1.2518742182867733,-1.2429415133216408,-1.5838153687008791,1
415,-0.430452710754109,-0.8835958704179045,-0.12754514151601484,0.10961956656724546,0.22366382868445553,-0.6772057156316332,-0.6555108345015574,-0.6803615305412635,-0.5963072481007485,-0.47752785237785844,-1.3763667685137861,-1.6437160992193474,-1.219035024965016,-0.5790507106916436,-1.4492446575783131,0.7985546054688608,-1.2429415133216408,0.631190947023464,0
2202,-0.430452710754109,-0.8835958704179045,0.48925566460796976,1.2985986097713929,0.498555538862569,-0.42088408745112543,-0.33364383674462644,-0.37395656810646744,-0.5963072481007485,2.093469349489576,0.7263252392820265,0.6081889220136156,-1.219035024965016,-0.5790507106916436,0.689800660815307,-1.2518742182867733,0.8042936145957705,0.631190947023464,0
2792,1.532914921781134,-1.0068536532847128,-0.9504461127984827,0.10961956656724546,-0.3261195916717713,1.5015281239026834,0.9538241542830976,2.9964980186762897,1.0665469456951133,2.093469349489576,0.7263252392820265,0.6081889220136156,-1.219035024965016,-0.5790507106916436,-1.4492446575783131,-1.2518742182867733,-1.2429415133216408,-1.5838153687008791,0
3721,-0.3213767311688177,-0.26730695608386285,-0.81740224318994,-0.6830331289021861,0.22366382868445553,-1.189848971992649,-0.816444333380023,-0.06755160567167134,-0.5963072481007485,-0.47752785237785844,0.7263252392820265,0.6081889220136156,0.820066611711424,1.726428970765826,0.689800660815307,-1.2518742182867733,0.8042936145957705,0.631190947023464,1
1543,-1.0849085882658567,-0.8835958704179045,2.209613592074311,-1.079359476636902,0.498555538862569,-0.6772057156316332,-0.33364383674462644,-0.37395656810646744,-0.04202251683546124,-0.47752785237785844,0.7263252392820265,0.6081889220136156,0.820066611711424,1.726428970765826,0.689800660815307,0.7985546054688608,-1.2429415133216408,0.631190947023464,0
4064,-0.6486046699246916,1.7048175697850703,-0.5660971561515815,-0.6830331289021861,-1.1507947222061115,-0.9335273438121411,-0.494577335623092,-0.06755160567167134,-0.31916488246810487,-0.47752785237785844,-1.3763667685137861,0.6081889220136156,0.820066611711424,-0.5790507106916436,0.689800660815307,0.7985546054688608,-1.2429415133216408,0.631190947023464,0
3615,-0.9758326086805653,-1.0068536532847128,-0.9590157662354258,-0.28670678116747034,-0.051227881493657874,-0.8053665297218872,-0.6555108345015574,-0.37395656810646744,-0.5963072481007485,-0.47752785237785844,-1.3763667685137861,0.6081889220136156,-1.219035024965016,-0.5790507106916436,-1.4492446575783131,0.7985546054688608,-1.2429415133216408,-1.5838153687008791,0
478,1.2056869830252601,-0.7603380875510962,-0.2344515681418809,1.6949249575061087,-1.1507947222061115,2.014171380263699,1.2756911520400287,0.5452583191979208,1.0665469456951133,-0.47752785237785844,-1.3763667685137861,0.6081889220136156,0.820066611711424,1.726428970765826,-1.4492446575783131,0.7985546054688608,0.8042936145957705,0.631190947023464,0
3271,-0.8667566290952741,-0.8835958704179045,0.8871018254180564,-0.6830331289021861,-0.6010113018498847,-1.318009786082903,-0.9773778322584885,-0.6803615305412635,-1.150591979366036,-0.47752785237785844,-1.3763667685137861,-1.6437160992193474,-1.219035024965016,1.726428970765826,0.689800660815307,-1.2518742182867733,-1.2429415133216408,0.631190947023464,1
3432,0.769383064684095,0.8420130897174121,0.323647111939043,0.10961956656724546,-1.1507947222061115,1.5015281239026834,0.7928906554046321,2.6900930562414938,1.8979740425930445,-0.47752785237785844,0.7263252392820265,0.6081889220136156,-1.219035024965016,-0.5790507106916436,0.689800660815307,0.7985546054688608,0.8042936145957705,0.631190947023464,0
1474,-0.5395286903394003,0.10246639251656212,-0.8928151934350399,0.5059459143019612,-0.8759030120279981,-0.2927232733608715,-0.17271033786616094,-0.6803615305412635,-0.04202251683546124,-0.47752785237785844,0.7263252392820265,0.6081889220136156,0.820066611711424,-0.5790507106916436,-1.4492446575783131,0.7985546054688608,-1.2429415133216408,0.631190947023464,0
3662,-0.6486046699246916,-0.8835958704179045,-0.2385221535244289,1.6949249575061087,0.498555538862569,-1.0616881579023951,-0.9773778322584885,-0.6803615305412635,-1.150591979366036,2.093469349489576,0.7263252392820265,0.6081889220136156,-1.219035024965016,-0.5790507106916436,-1.4492446575783131,0.7985546054688608,0.8042936145957705,0.631190947023464,1
929,0.11492718717234736,1.211786438317837,-0.8694628878193698,1.6949249575061087,-0.8759030120279981,0.9888848675416677,0.9538241542830976,-0.06755160567167134,1.343689311327757,2.093469349489576,0.7263252392820265,0.6081889220136156,0.820066611711424,1.726428970765826,0.689800660815307,0.7985546054688608,0.8042936145957705,0.631190947023464,0
401,-0.9758326086805653,1.8280753526518787,-0.89581457213797,-0.6830331289021861,-1.1507947222061115,-0.9335273438121411,-0.494577335623092,-0.6803615305412635,-0.5963072481007485,-0.47752785237785844,-1.3763667685137861,0.6081889220136156,-1.219035024965016,1.726428970765826,-1.4492446575783131,-1.2518742182867733,0.8042936145957705,0.631190947023464,0
1418,-1.630288486192313,-1.0068536532847128,1.3768575193393586,-0.6830331289021861,-1.1507947222061115,-0.9335273438121411,-0.494577335623092,-0.06755160567167134,-0.5963072481007485,-0.47752785237785844,0.7263252392820265,0.6081889220136156,-1.219035024965016,-0.5790507106916436,0.689800660815307,0.7985546054688608,-1.2429415133216408,-1.5838153687008791,0
1271,0.005851207587056093,-0.6370803046842879,2.0401486953587598,-0.6830331289021861,-0.6010113018498847,-0.5490449015413793,-0.01177683898769543,-0.6803615305412635,0.7894045800624697,-0.47752785237785844,-1.3763667685137861,-1.6437160992193474,0.820066611711424,-0.5790507106916436,0.689800660815307,-1.2518742182867733,0.8042936145957705,0.631190947023464,0
1755,0.769383064684095,-0.14404917321705454,1.498332356808028,-0.28670678116747034,-0.8759030120279981,-0.2927232733608715,-0.33364383674462644,-0.37395656810646744,-0.04202251683546124,-0.47752785237785844,0.7263252392820265,0.6081889220136156,0.820066611711424,1.726428970765826,-1.4492446575783131,-1.2518742182867733,0.8042936145957705,0.631190947023464,0
2344,0.3330791463429299,-1.0068536532847128,0.09055253845418881,-0.6830331289021861,-0.6010113018498847,-0.8053665297218872,-0.33364383674462644,-0.37395656810646744,-0.5963072481007485,-0.47752785237785844,0.7263252392820265,0.6081889220136156,0.820066611711424,-0.5790507106916436,0.689800660815307,0.7985546054688608,-1.2429415133216408,0.631190947023464,0
3716,0.8784590442693863,0.10246639251656212,-0.5733813615729833,-0.28670678116747034,-0.3261195916717713,1.6296889379929373,-0.01177683898769543,-0.6803615305412635,0.7894045800624697,-0.47752785237785844,-1.3763667685137861,-1.6437160992193474,0.820066611711424,-0.5790507106916436,0.689800660815307,-1.2518742182867733,-1.2429415133216408,0.631190947023464,0
4273,-0.430452710754109,-0.26730695608386285,1.014575420292586,-1.079359476636902,1.5981223795750226,-0.42088408745112543,-0.01177683898769543,-0.6803615305412635,0.7894045800624697,-0.47752785237785844,-1.3763667685137861,0.6081889220136156,0.820066611711424,-0.5790507106916436,0.689800660815307,0.7985546054688608,-1.2429415133216408,0.631190947023464,0
200,0.3330791463429299,-1.0068536532847128,-0.7372759835545214,0.10961956656724546,1.0483389592187957,1.1170456816319216,-0.9773778322584885,-0.6803615305412635,-0.8734496137333922,-0.47752785237785844,0.7263252392820265,-1.6437160992193474,-1.219035024965016,-0.5790507106916436,0.689800660815307,0.7985546054688608,-1.2429415133216408,0.631190947023464,0
3321,1.3147629626105513,-0.020791390350246217,2.6830869444654213,-0.28670678116747034,0.7734472490406824,-0.5490449015413793,-0.494577335623092,-0.6803615305412635,-0.5963072481007485,-0.47752785237785844,-1.3763667685137861,-1.6437160992193474,-1.219035024965016,-0.5790507106916436,0.689800660815307,0.7985546054688608,-1.2429415133216408,0.631190947023464,0
2227,-0.3213767311688177,-0.8835958704179045,-0.8191161738773286,0.902272262036677,-1.1507947222061115,-0.16456245927061758,-0.494577335623092,-0.37395656810646744,-0.31916488246810487,2.093469349489576,-1.3763667685137861,-1.6437160992193474,-1.219035024965016,-0.5790507106916436,0.689800660815307,0.7985546054688608,-1.2429415133216408,0.631190947023464,0
1567,-1.1939845678511478,2.321106484119112,-0.2910112808257058,-0.6830331289021861,-0.051227881493657874,-0.42088408745112543,0.14915665989077007,1.4644732065023092,0.7894045800624697,-0.47752785237785844,-1.3763667685137861,0.6081889220136156,-1.219035024965016,-0.5790507106916436,0.689800660815307,0.7985546054688608,0.8042936145957705,0.631190947023464,0
2848,0.4421551259282212,-0.26730695608386285,0.07127081822106668,0.5059459143019612,-0.8759030120279981,0.2199199830001442,0.31009015876923557,-0.37395656810646744,1.0665469456951133,-0.47752785237785844,-1.3763667685137861,-1.6437160992193474,0.820066611711424,-0.5790507106916436,0.689800660815307,-1.2518742182867733,0.8042936145957705,0.631190947023464,0
1341,1.3147629626105513,-0.8835958704179045,-0.38249233126507415,-0.6830331289021861,-1.1507947222061115,0.6044024252709059,1.2756911520400287,0.8516632816327169,1.8979740425930445,-0.47752785237785844,0.7263252392820265,0.6081889220136156,-1.219035024965016,-0.5790507106916436,0.689800660815307,0.7985546054688608,-1.2429415133216408,-1.5838153687008791,0
585,-1.1939845678511478,-1.0068536532847128,1.6767953896323695,-0.6830331289021861,1.5981223795750226,-0.42088408745112543,0.14915665989077007,-0.6803615305412635,0.7894045800624697,-0.47752785237785844,0.7263252392820265,0.6081889220136156,0.820066611711424,-0.5790507106916436,0.689800660815307,-1.2518742182867733,0.8042936145957705,0.631190947023464,0
2584,0.22400316675763862,-1.0068536532847128,0.8575365210606025,-0.6830331289021861,-0.8759030120279981,-0.16456245927061758,0.4710236576477011,1.4644732065023092,1.343689311327757,-0.47752785237785844,0.7263252392820265,-1.6437160992193474,-1.219035024965016,-0.5790507106916436,0.689800660815307,-1.2518742182867733,-1.2429415133216408,0.631190947023464,0
